Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
My Troublesome Star,2025,https://mydramalist.com/782624-my-golden-star,12,"Aug 18, 2025 - Sep 23, 2025","Aug 18, 2025","Sep 23, 2025","Monday, Tuesday",1 hr. 2 min.,62,Not Yet Rated,7.5,419,Viki,Standard Series,"Comedy, Romance, Drama","Former Celebrity Female Lead, Actress Female Lead, Middle-Aged Female Lead, Company President (CEO) Male Lead, Age Gap [Real Life], Detective Male Lead, Secondary Couple, Entertainment Industry, (Vote tags)",Choi Young Hoon,Park Ji Ha,5936,3923,419,0.63,1
Pale Moon,2023,https://mydramalist.com/721877-pale-moon,10,"Apr 10, 2023 - May  9, 2023","Apr 10, 2023","May  9, 2023","Monday, Tuesday",1 hr. 5 min.,65,18+ Restricted (violence & profanity),7.5,367,"Apple TV+, Viki",Standard Series,"Thriller, Mystery, Romance, Drama","White-Collar Crime, Student Male Lead, Childhood Friends' Relationship, Bank Setting, Bank Teller Supporting Character, Bank Teller Female Lead, Married Female Lead, Age Gap [Drama Life], Age Gap [Real Life], Doctor Supporting Character, (Vote tags)","Yoo Jong Sun, Kim Seung Woo, Jung Won Hui",No Yun Su,5940,6128,367,0.84,1
Grid,2022,https://mydramalist.com/690687-zero,10,"Feb 16, 2022 - Apr 20, 2022","Feb 16, 2022","Apr 20, 2022",Wednesday,60 min.,60,15+ - Teens 15 or older,7.5,4994,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Sci-Fi","Suspense, Multiple Mains, Detective Fiction, Detective Female Lead, Death, Apocalypse, Disaster, Time Travel, Supernatural, Team Leader Supporting Character, (Vote tags)",Lee Khan,Lee Su Yeon,6230,1382,4994,0.92,1
My Lovely Journey,2025,https://mydramalist.com/750095-i-will-travel-for-you,10,"Aug  2, 2025 - Aug 31, 2025","Aug  2, 2025","Aug 31, 2025","Saturday, Sunday",60 min.,60,13+ - Teens 13 or older,7.5,1285,"Netflix, Viki",Standard Series,"Adventure, Romance, Life, Drama","Healing, Traveling, Friendship, Former Celebrity Female Lead, Reporter Female Lead, Entertainment Industry, Director Male Lead, Secondary Couple, Company President (CEO) Male Lead, Adapted From A Novel, (Vote tags)",Kang Sol,,5580,2221,1285,1,1
Crime Puzzle,2021,https://mydramalist.com/53047-crime-puzzle,10,"Oct 29, 2021 - Nov 26, 2021","Oct 29, 2021","Nov 26, 2021",Friday,1 hr. 10 min.,70,Not Yet Rated,7.5,980,Viki,Standard Series,"Thriller, Mystery, Psychological, Crime","Torture, Smart Male Lead, Murder, Cult, Investigation, Suspense, Death, Graphic Violence, Prison Setting, Prisoner Male Lead, (Vote tags)",Go Jae Hyun,Choi Jong Gil,5953,3618,980,0.35,0
Boss-dol Mart,2023,https://mydramalist.com/737971-sajangdol-mart,10,"Sep 15, 2023 - Oct 13, 2023","Sep 15, 2023","Oct 13, 2023",Friday,54 min.,54,15+ - Teens 15 or older,7.5,1844,Viki,Standard Series,"Business, Comedy, Drama","Former Celebrity Male Lead, Supermarket Setting, Workplace Setting, Multiple Mains, Debt, Retail Industry, Business Industry, Emotionally Strong Male Lead, Neighborhood Setting, Responsible Female Lead, (Vote tags)",Lee Yoo Yeon,Jang Kyung Rim,6287,3041,1844,0.49,0
Spring of Youth,2025,https://mydramalist.com/779546-spring-of-the-four-seasons,10,"May  6, 2025 - Jul  2, 2025","May  6, 2025","Jul  2, 2025",Wednesday,1 hr. 5 min.,65,15+ - Teens 15 or older,7.5,3147,Viki,Standard Series,"Music, Comedy, Romance, Youth","Student Female Lead, Student Male Lead, Keyboardist Female Lead, Cousins' Relationship, Campus Setting, Composer Female Lead, Drummer Supporting Character, Guitarist Male Lead, Part-time Worker Female Lead, Musician Supporting Character, (Vote tags)",Kim Sung Yong,Kim Soon Ok,5797,1619,3147,0.63,1
Love & Wish,2021,https://mydramalist.com/701707-love-wish,9,"Dec 24, 2021 - Dec 25, 2021","Dec 24, 2021","Dec 25, 2021","Friday, Saturday",16 min.,16,15+ - Teens 15 or older,7.5,2337,"Viki, WeTV",Standard Series,"Romance, Youth, Drama","Adapted From A Webtoon, Ex Comes Back, Transfer Student Female Lead, Student Supporting Character, Student Male Lead, School Setting, Classmates' Relationship, Ex-couple Relationship, Neighbors' Relationship, Teenager Supporting Character, (Vote tags)",,Han Yoon Sun,5721,3287,2337,0.4,0
Newtopia,2025,https://mydramalist.com/756803-influenza,8,"Feb  7, 2025 - Mar 21, 2025","Feb  7, 2025","Mar 21, 2025",Friday,53 min.,53,18+ Restricted (violence & profanity),7.5,9483,Amazon Prime Video,Standard Series,"Action, Horror, Romance, Fantasy","Zombies, Break Up, Military, City Setting, Lovers Separated, Survival, Gore, Apocalypse, Comedy, Hotelier Supporting Character, (Vote tags)",Yoon Sung Hyun,"Ji Ho Jin, Han Jin Won",5585,871,9483,0.78,1
Color Rush,2020,https://mydramalist.com/680735-color-rush,8,"Dec 30, 2020 - Jan 21, 2021","Dec 30, 2020","Jan 21, 2021","Wednesday, Thursday",15 min.,15,15+ - Teens 15 or older,7.5,38522,"Apple TV+, Viki",Standard Series,"Mystery, Romance, Drama, Supernatural","Obsessive Male Lead, LGBTQ+, High School, Web Series, Aunt-Nephew Relationship, Psychological, Color Blindness, Short Length Series, Love At First Sight, Miniseries, (Vote tags)",,,6205,227,38522,0.68,1
The Fabulous,2022,https://mydramalist.com/712411-fabulous,8,"Dec 23, 2022","Dec 23, 2022",,Friday,54 min.,54,15+ - Teens 15 or older,7.5,15107,Netflix,Standard Series,"Business, Comedy, Romance, Life","Fashion Industry, Modeling, Friendship, Found Family, Long Time Friends, Second Chance Romance, Friends To Lovers, Model Female Lead, Miniseries, Photographer Male Lead, (Vote tags)",Kim Jung Hyun,,5783,603,15107,0.87,1
Real:Time:Love Season 3,2020,https://mydramalist.com/65565-real-time-love-3,8,"Aug 14, 2020 - Oct  2, 2020","Aug 14, 2020","Oct  2, 2020",Friday,15 min.,15,15+ - Teens 15 or older,7.5,879,WeTV,Standard Series,"Comedy, Romance, Drama, Sitcom","High School, Web Series, Student Female Lead, Student Male Lead, School Setting, Best Friends' Relationship, Teenager Female Lead, Teenager Male Lead, Short Length Series, Fake Relationship, (Vote tags)",,,5733,5850,879,0.23,0
Monstrous,2022,https://mydramalist.com/705727-ghost,6,"Apr 29, 2022","Apr 29, 2022",,Friday,40 min.,40,15+ - Teens 15 or older,7.5,4779,"Apple TV+, Tubi",Standard Series,"Thriller, Mystery, Horror, Supernatural","Suspense, Investigation, Smart Female Lead, Supernatural Phenomena, Miniseries, Survival, Eccentric Male Lead, Gore, Zombies, Friendship, (Vote tags)",Jang Kun Jae,"Yeon Sang Ho, Ryu Yong Jae",5574,1546,4779,0.72,1
Hellbound,2021,https://mydramalist.com/57415-hell,6,"Nov 19, 2021","Nov 19, 2021",,Friday,50 min.,50,18+ Restricted (violence & profanity),7.5,24126,Netflix,Standard Series,"Mystery, Horror, Drama, Supernatural","Dark Fantasy, Propaganda, Time Skip, Supernatural Phenomena, Death, Adapted From A Webtoon, Investigation, Suspense, Religion, Cult, (Vote tags)",,Choi Gyu Seok,5845,385,24126,0.85,1
Squid Game Season 3,2025,https://mydramalist.com/771707-squid-game-season-3,6,"Jun 27, 2025","Jun 27, 2025",,Friday,1 hr. 1 min.,61,18+ Restricted (violence & profanity),7.5,30826,Netflix,Standard Series,"Action, Thriller, Mystery, Horror","Violence Against Elderly, Gambler Male Lead, Profanity, Gun Violence, Web Series, Gore, Comedy, Violence Against Animals, Graphic Violence, North Korean Female Lead, (Vote tags)",,,5861,362,30826,1,1
KBS Drama Special 2024,2024,https://mydramalist.com/774459-kbs-drama-special-2024,5,"Nov  5, 2024 - Dec 10, 2024","Nov  5, 2024","Dec 10, 2024",Tuesday,60 min.,60,15+ - Teens 15 or older,7.5,63,Viki,Standard Series,Drama,(Vote tags),,,41691,16682,63,0.56,0
The Tyrant,2024,https://mydramalist.com/741691-tyrant,4,"Aug 14, 2024","Aug 14, 2024",,,44 min.,44,Not Yet Rated,7.5,3183,"Disney+, Hulu",Standard Series,"Action, Crime, Sci-Fi, Fantasy","Former Agent Male Lead, Government Official Male Lead, Agent Male Lead, Engineer Male Lead, Intelligence Agency, Foundation Director Male Lead, Age Gap [Real Life], Stealing, Genetic Engineering, Human Experimentation, (Vote tags)",,,5636,2310,3183,1,1
Duty after School: Part 2,2023,https://mydramalist.com/750297-duty-after-school-part-2,4,"Apr 21, 2023","Apr 21, 2023",,Friday,1 hr. 10 min.,70,18+ Restricted (violence & profanity),7.5,18287,Viki,Standard Series,"Action, Thriller, Drama, Sci-Fi","Teamwork, Military, Survival, Monster, Supernatural Being, Outerworld Invasion, Multiple Mains, Supernatural Phenomena, Student Female Lead, Student Male Lead, (Vote tags)",Sung Yong Il,Lee Nam Gyu,5753,685,18287,0.49,0
The Queen Who Crowns: Before Sunrise,2025,https://mydramalist.com/782696-the-queen-who-crowns-dano-s-destiny,2,"Jan 21, 2025","Jan 21, 2025",,Tuesday,30 min.,30,15+ - Teens 15 or older,7.5,403,Viki,Standard Series,"Historical, Romance","Palace Setting, Chance Meeting, Historical Figure, Historical Fiction, Miniseries, Web Series, Fate, Goryeo Dynasty, (Vote tags)",Kim Sang Ho,Lee Young Mi,6140,8557,403,0.63,1
Drama Special Season 11: Traces of Love,2020,https://mydramalist.com/74559-drama-special-season-11-traces-of-love,1,"Dec 17, 2020","Dec 17, 2020",,Thursday,1 hr. 5 min.,65,15+ - Teens 15 or older,7.5,322,Viki,Drama Special,"Romance, Drama","Workplace Setting, Ex-couple Relationship, Break Up, Workplace Romance, Unrequited Love, (Vote tags)",Yoo Young Eun,,6335,12028,322,0.28,0
SF8: The Prayer,2020,https://mydramalist.com/58919-sf8-nurse,1,"Aug 14, 2020","Aug 14, 2020",,Friday,53 min.,53,15+ - Teens 15 or older,7.5,799,Viki,Drama Special,"Drama, Sci-Fi","Robot, Murder, Adapted From A Short Story, Religion, Future, Death, Artificial Intelligence, (Vote tags)",,,6277,8206,799,0.28,0
Drama Special Season 14: Anyone Anywhere,2023,https://mydramalist.com/757343-drama-special-season-14-we-were-there,1,"Nov  4, 2023","Nov  4, 2023",,Saturday,1 hr. 4 min.,64,Not Yet Rated,7.5,457,Viki,Drama Special,"Youth, Drama","School Bullying, Social Commentary, High School, Bully Supporting Character, Transfer Student Female Lead, Student Female Lead, Student Male Lead, Classmates' Relationship, Loner Male Lead, Bystander Effect, (Vote tags)",,,5599,7499,457,0.49,0
Drama Special Season 14: TV Cinema - Joseon Chefs,2023,https://mydramalist.com/756929-suunjapbang,1,"Dec  2, 2023","Dec  2, 2023",,Saturday,1 hr. 22 min.,82,15+ - Teens 15 or older,7.5,276,Viki,Drama Special,"Food, Historical","Bromance, Friendship, Cooking, Family Pressure, Inspired By A True Story, Temple Setting, Gastronomy, Student Male Lead, Monk/Nun Supporting Character, Foodie Male Lead, (Vote tags)",Choi Yeon Soo,"Kim Ik Hyun, Jo Soo Yeong",5920,9884,276,0.49,0
Drama Special Season 15: The History of Us,2024,https://mydramalist.com/774461-drama-special-season-15-the-officer-discusses,1,"Nov  5, 2024","Nov  5, 2024",,Tuesday,1 hr. 6 min.,66,15+ - Teens 15 or older,7.5,439,Viki,Drama Special,"Historical, Drama, Family","Childhood Friends' Relationship, Palace Setting, Queen Supporting Character, Prince Male Lead, Attempted Assassination, Historical Fiction, Flashback To Past, Injury, Hidden Past, Joseon Dynasty, (Vote tags)",,Im Eui Jung,6191,7932,439,0.56,0
"Bravo, My Life",2022,https://mydramalist.com/721055-eurachacha-my-life,120,"Apr 11, 2022 - Sep 30, 2022","Apr 11, 2022","Sep 30, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",30 min.,30,15+ - Teens 15 or older,7.6,831,Viki,Standard Series,"Comedy, Romance","Family Relationship, Single Mother Female Lead, Photographer Male Lead, Chasing A Dream, Raised By An Uncle/Aunt, Cheerful Female Lead, Studied Abroad, Adopted Male Lead, Optimistic Female Lead, Hit And Run, (Vote tags)",Sung Joon Hae,Koo Ji Won,4957,5690,831,0.39,0
Our Golden Days,2025,https://mydramalist.com/789130-splendid-days,50,"Aug  9, 2025 - Jan 25, 2026","Aug  9, 2025","Jan 25, 2026","Saturday, Sunday",1 hr. 20 min.,80,15+ - Teens 15 or older,7.6,116,Viki,Standard Series,"Comedy, Romance, Family, Melodrama","Manager Female Lead, Interior Designer Female Lead, Warm Female Lead, Rich Male Lead, (Vote tags)",Kim Hyoung Seok,So Hyun Kyung,40382,6383,116,0.6,1
Branding in Seongsu,2024,https://mydramalist.com/754621-branding-in-seongsu-dong,24,"Feb  5, 2024 - Mar 14, 2024","Feb  5, 2024","Mar 14, 2024","Monday, Tuesday, Wednesday, Thursday",35 min.,35,Not Yet Rated,7.6,7416,Viki,Standard Series,"Thriller, Romance, Supernatural","Bickering Mains' Relationship, Body Swap, Businesswoman Female Lead, Workaholic Female Lead, Age Gap [Real Life], Warm Man/Cold Woman, Gender Swap, Smart Female Lead, Older Woman/Younger Man, Identity Swap, (Vote tags)",Jung Hun Soo,"Choi Sun Mi, Jeon Seon Young",4857,933,7416,0.53,0
Delayed Justice,2020,https://mydramalist.com/61331-delayed-justice,20,"Oct 30, 2020 - Jan 23, 2021","Oct 30, 2020","Jan 23, 2021","Friday, Saturday",1 hr. 5 min.,65,15+ - Teens 15 or older,7.6,633,"Apple TV+, Viki",Standard Series,"Mystery, Comedy, Law, Melodrama","Empathic Male Lead, Righteous Male Lead, Hot-Tempered Male Lead, Adapted From A Novel, Fight For Justice, Smart Male Lead, Reporter Male Lead, Lawyer Male Lead, Warm Male Lead, Wrongfully Accused, (Vote tags)",Kwak Jung Hwan,Park Sang Gyu,4872,5725,633,0.6,1
Backstreet Rookie,2020,https://mydramalist.com/49709-convenience-store-venus,16,"Jun 19, 2020 - Aug  8, 2020","Jun 19, 2020","Aug  8, 2020","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,37471,"Amazon Prime Video, Apple TV+, Netflix, Viki, iQIYI",Standard Series,"Action, Business, Comedy, Romance","Hardworking Female Lead, Badass Female Lead, Boss-Employee Relationship, Female Chases Male First, Nice Female Lead, Adapted From A Webtoon, Misunderstanding, Slow Burn Romance, Clumsy Male Lead, Love Triangle, (Vote tags)",Lee Myung Woo,Son Geun Joo,4801,160,37471,1,1
Monthly Magazine Home,2021,https://mydramalist.com/59909-monthly-house,16,"Jun 16, 2021 - Aug  5, 2021","Jun 16, 2021","Aug  5, 2021","Wednesday, Thursday",60 min.,60,15+ - Teens 15 or older,7.6,5943,"Amazon Prime Video, Viki, iQIYI",Standard Series,"Business, Comedy, Romance, Drama","Rich Male Lead, Rich Man/Poor Woman, Hardworking Male Lead, Love Triangle, Rude Male Lead, Age Gap [Real Life], Cohabitation, Sismance, Nice Female Lead, Hardworking Female Lead, (Vote tags)",Lee Chang Min,Myung Soo Hyun,5013,1394,5943,0.65,1
High Class,2021,https://mydramalist.com/680961-high-class,16,"Sep  6, 2021 - Nov  1, 2021","Sep  6, 2021","Nov  1, 2021","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,1800,"Apple TV+, WeTV, iQIYI",Standard Series,"Thriller, Mystery, Drama","Rich Female Lead, Murder, Death, Female Rivalry, Multiple Mains, Suspense, Dark Fiction, Wrongfully Accused, Investigation, White-Collar Crime, (Vote tags)",Ashbun,,5110,3074,1800,0.7,1
Adamas,2022,https://mydramalist.com/716307-adamas,16,"Jul 27, 2022 - Sep 15, 2022","Jul 27, 2022","Sep 15, 2022","Wednesday, Thursday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,3979,"Disney+, Hulu",Standard Series,"Thriller, Mystery, Drama","Revenge, Identical Twin Male Lead, Death Of A Stepfather, Writer Male Lead, Reporter Female Lead, Prosecutor Male Lead, Brothers' Relationship, Secret, Death, Murder, (Vote tags)",Park Seung Woo,Choi Tae Gang,4912,1560,3979,0.92,1
Do Do Sol Sol La La Sol,2020,https://mydramalist.com/56655-dodosolsollalasol,16,"Oct  7, 2020 - Nov 26, 2020","Oct  7, 2020","Nov 26, 2020","Wednesday, Thursday",1 hr. 3 min.,63,15+ - Teens 15 or older,7.6,25758,Netflix,Standard Series,"Music, Comedy, Romance, Melodrama","Nice Male Lead, Riches To Rags, Male Chases Female First, Hardworking Male Lead, Nice Female Lead, Optimistic Female Lead, Hidden Identity, Age Gap [Real Life], Energetic Female Lead, Classical Music, (Vote tags)","Kim Min Kyung, Goo Sung Joon",Oh Ji Young,4933,303,25758,0.78,1
Green Mothers' Club,2022,https://mydramalist.com/698691-green-mothers-club,16,"Apr  6, 2022 - May 26, 2022","Apr  6, 2022","May 26, 2022","Wednesday, Thursday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,2537,Netflix,Standard Series,"Mystery, Drama","Motherhood, Adopted Supporting Character, Female Centered Plot, Professor Female Lead, Bilingual Supporting Character, Bilingual Female Lead, Detective Supporting Character, Child Supporting Character, Director Supporting Character, Doctor Supporting Character, (Vote tags)",Ra Ha Na,Shin Yi Won,4915,3113,2537,0.87,1
Friendly Rivalry,2025,https://mydramalist.com/764499-friendly-competition,16,"Feb 10, 2025 - Mar  6, 2025","Feb 10, 2025","Mar  6, 2025","Monday, Tuesday, Wednesday, Thursday",30 min.,30,18+ Restricted (violence & profanity),7.6,14993,"Netflix, Viki",Standard Series,"Thriller, Mystery, Psychological, Drama","All-Girls School, Adapted From A Webtoon, LGBTQ+, Transfer Student Female Lead, School Setting, High School, Student Female Lead, Classmates' Relationship, Teenager Female Lead, Investigation, (Vote tags)",,Min Ye Ji,4918,568,14993,1,1
The Goddess of Revenge,2020,https://mydramalist.com/60861-channel-o-hara-revenge,16,"Nov 21, 2020 - Jan 17, 2021","Nov 21, 2020","Jan 17, 2021","Saturday, Sunday",1 hr. 2 min.,62,15+ - Teens 15 or older,7.6,1425,Viki,Standard Series,"Mystery, Drama","Revenge, Popular Female Lead, Teamwork, Smart Male Lead, Mother-Son Relationship, Corruption, Secondary Couple, Strong Male Lead, Calm Female Lead, Older Woman/Younger Man, (Vote tags)",Kang Min Gu,Kim Hyo Jin,4692,3570,1425,0.28,0
Mimicus,2022,https://mydramalist.com/724651-mimicus,16,"Jul 22, 2022 - Sep 14, 2022","Jul 22, 2022","Sep 14, 2022","Wednesday, Friday",20 min.,20,15+ - Teens 15 or older,7.6,1947,Viki,Standard Series,"Romance, Youth, Drama","Friendship, High School, Idol Female Lead, Performing Arts, Web Series, YouTuber Female Lead, Teenager Female Lead, Teenager Male Lead, Rich Male Lead, Age Gap [Real Life], (Vote tags)",Han Soo Ji,"Choi Sung Wook, Jan Jin",5211,2860,1947,0.42,0
Love Song for Illusion,2024,https://mydramalist.com/749183-fantasy-sonata,16,"Jan  2, 2024 - Feb 27, 2024","Jan  2, 2024","Feb 27, 2024","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,5161,Viki,Standard Series,"Historical, Romance, Fantasy","Dissociative Identity Disorder, Revenge, Adapted From A Webtoon, Concubine Female Lead, Manipulative Male Lead, Historical Fiction, Trauma, Curse, Physically Strong Female Lead, Physically Strong Male Lead, (Vote tags)",Lee Jung Sub,Yoon Kyung Ah,4998,1200,5161,0.56,0
The Midnight Romance in Hagwon,2024,https://mydramalist.com/755679-graduation,16,"May 11, 2024 - Jun 30, 2024","May 11, 2024","Jun 30, 2024","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.6,6590,Viki,Standard Series,"Romance, Life, Melodrama","Education Industry, Co-workers' Relationship, Workplace Setting, Teenager Supporting Character, Older Woman/Younger Man, Age Gap [Drama Life], Age Gap [Real Life], Mature Female Lead, Emotionally Strong Female Lead, Student Supporting Character, (Vote tags)",Ahn Pan Seok,Park Kyung Hwa,5287,826,6590,0.56,0
Eccentric! Chef Moon,2020,https://mydramalist.com/47779-vacation-in-my-own-way,16,"Mar 27, 2020 - May 16, 2020","Mar 27, 2020","May 16, 2020","Friday, Saturday",1 hr. 5 min.,65,15+ - Teens 15 or older,7.6,1776,"Viki, iQIYI",Standard Series,"Food, Comedy, Romance, Drama","Amnesia, Cooking, Successful Female Lead, Eccentric Female Lead, Cohabitation, Healing, Village Setting, Countryside Setting, Fashion Designer Female Lead, Restaurateur Male Lead, (Vote tags)","Choi Do Hoon, Jung Hun Soo","Jung Yoo Ri, Kim Kyung Soo",5527,3635,1776,0.33,0
Best Mistake Season 2,2020,https://mydramalist.com/53605-best-mistake-season-2,16,"Mar 31, 2020 - May 21, 2020","Mar 31, 2020","May 21, 2020","Tuesday, Thursday",15 min.,15,15+ - Teens 15 or older,7.6,4531,"Viki, WeTV",Standard Series,"Comedy, Romance, Youth, Drama","Web Series, Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Best Friends' Relationship, Short Length Series, Fake Friend, Nice Female Lead, Secondary Couple, (Vote tags)",Lee Yoo Yeon,Yoon Shi So,5105,2215,4531,0.33,0
