Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Taxi Driver,2021,https://mydramalist.com/52921-model-taxi,16,"Apr  9, 2021 - May 29, 2021","Apr  9, 2021","May 29, 2021","Friday, Saturday",,1 hr. 5 min.,65,18+ Restricted (violence & profanity),8.8,44396,"Amazon Prime Video, Apple TV+, Netflix, Viki",Standard Series,"Action, Thriller, Crime, Drama","Revenge, Investigation, Taxi Driver Male Lead, Adapted From A Webtoon, Teamwork, Secret Organization, Prosecutor Female Lead, Based On A True Story, Smart Female Lead, Death Of A Mother, (Vote tags)",Park Joon Woo,"Oh Sang Ho, Lee Ji Hyun",147,112,44396,1,1
D.P.,2021,https://mydramalist.com/59001-d-p-dog-day,6,"Aug 27, 2021","Aug 27, 2021",,Friday,,50 min.,50,15+ - Teens 15 or older,8.8,41851,Netflix,Standard Series,"Action, Military, Drama","Desertion, Violence, Harassment, Bromance, Dark Fiction, Adapted From A Webtoon, Sexual Assault, Miniseries, Sexual Harassment, Domestic Violence, (Vote tags)",,Kim Bo Tong,183,149,41851,0.9,1
The Red Sleeve,2021,https://mydramalist.com/61399-dress-sleeved-red,17,"Nov 12, 2021 - Jan  1, 2022","Nov 12, 2021","Jan  1, 2022","Friday, Saturday",,1 hr. 20 min.,80,15+ - Teens 15 or older,8.8,23576,"Apple TV+, Netflix, Viki",Standard Series,"Historical, Romance, Drama, Melodrama","Noble Man/Common Woman, Palace Setting, Tearjerker, Joseon Dynasty, Death, Male Chases Female First, Smart Female Lead, Master-Servant Relationship, King Male Lead, Power Struggle, (Vote tags)","Jung Ji In, Song Yeon Hwa",Jung Hae Ri,195,278,23576,1,1
Mouse: The Predator,2021,https://mydramalist.com/697959-mouse-the-predator,2,"Apr 28, 2021 - Apr 29, 2021","Apr 28, 2021","Apr 29, 2021","Wednesday, Thursday",,60 min.,60,15+ - Teens 15 or older,8.7,4324,Viki,Drama Special,"Thriller, Mystery, Drama, Sci-Fi","Murder, Investigation, Violence Against Animals, Graphic Violence, Serial Killer Male Lead, Age Gap [Drama Life], Age Gap [Real Life], Criminal Male Lead, Dark Fiction, Psychopath Male Lead, (Vote tags)",Choi Joon Bae,Choi Ran,211,2291,4324,0.4,0
Youth of May,2021,https://mydramalist.com/74275-youth-of-may,12,"May  3, 2021 - Jun  8, 2021","May  3, 2021","Jun  8, 2021","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,28604,"Amazon Prime Video, Netflix, Viki",Standard Series,"Romance, Youth, Drama, Melodrama","Star Crossed Lovers, 1980s, Tearjerker, Rich Man/Poor Woman, Gwangju Uprising, Nice Male Lead, Smart Female Lead, Forbidden Love, Martial Law, Hardworking Female Lead, (Vote tags)","Song Min Yeop, Lee Dae Kyung",Lee Kang,227,165,28604,1,1
Beyond Evil,2021,https://mydramalist.com/60911-monster,16,"Feb 19, 2021 - Apr 10, 2021","Feb 19, 2021","Apr 10, 2021","Friday, Saturday",,1 hr. 5 min.,65,18+ Restricted (violence & profanity),8.7,29907,"Amazon Prime Video, Disney+, Netflix, Tubi, Viki, WeTV",Standard Series,"Thriller, Mystery, Psychological, Drama","Investigation, Suspense, Determined Male Lead, Murder, Trauma, Corruption, Psychological Manipulation, Smart Male Lead, Serial Killings, Hidden Past, (Vote tags)",Shim Na Yeon,Kim Soo Jin,245,179,29907,1,1
The Devil Judge,2021,https://mydramalist.com/62087-the-demon-judge,16,"Jul  3, 2021 - Aug 22, 2021","Jul  3, 2021","Aug 22, 2021","Saturday, Sunday",,1 hr. 15 min.,75,15+ - Teens 15 or older,8.7,30779,"Netflix, Viki, WeTV, iQIYI",Standard Series,"Mystery, Law, Crime, Drama","Dark Fiction, Judge Male Lead, Manipulative Female Lead, Orphan Male Lead, Rivalry, Dystopia, Corruption, Death, Hardworking Male Lead, Unrequited Love, (Vote tags)",Choi Jung Gyu,Moon Yoo Seok,247,159,30779,1,1
Racket Boys,2021,https://mydramalist.com/75433-rocket-boy-squad,16,"May 31, 2021 - Aug  9, 2021","May 31, 2021","Aug  9, 2021","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,17190,Netflix,Standard Series,"Comedy, Life, Drama, Sports","Badminton, Friendship, Rural Life, Sport Club, Slight Romance, Multiple Mains, Arrogant Female Lead, Childhood Connection, Childhood Acquaintance, Middle School, (Vote tags)",Jo Young Kwang,Jung Bo Hoon,250,453,17190,0.85,1
Hometown Cha-Cha-Cha,2021,https://mydramalist.com/683929-mr-hong,16,"Aug 28, 2021 - Oct 17, 2021","Aug 28, 2021","Oct 17, 2021","Saturday, Sunday",,1 hr. 20 min.,80,15+ - Teens 15 or older,8.7,96150,Netflix,Standard Series,"Comedy, Romance, Life, Drama","Nice Male Lead, Character Development, Nice Female Lead, Cheerful Male Lead, Hardworking Female Lead, Hardworking Male Lead, Opposites Attract, Confident Female Lead, Smart Female Lead, Healing, (Vote tags)",Yoo Je Won,Shin Ha Eun,279,31,96150,0.95,1
The Penthouse Season 2: War in Life,2021,https://mydramalist.com/680959-the-penthouse-season-2,13,"Feb 19, 2021 - Apr  2, 2021","Feb 19, 2021","Apr  2, 2021","Friday, Saturday",,1 hr. 15 min.,75,15+ - Teens 15 or older,8.7,29783,"Amazon Prime Video, Netflix, Viki, WeTV, iQIYI",Standard Series,"Thriller, Mystery, Drama","Revenge, Corruption, Murder, Rich Male Lead, Motherhood, Rich Female Lead, School Bullying, Multiple Couples, Mother-Daughter Relationship, Trauma, (Vote tags)",Joo Dong Min,Kim Soon Ok,295,320,29783,1,1
My Name,2021,https://mydramalist.com/65391-nemesis,8,"Oct 15, 2021","Oct 15, 2021",,Friday,,50 min.,50,18+ Restricted (violence & profanity),8.7,82705,Netflix,Standard Series,"Action, Thriller, Mystery, Crime","Criminal Organization, Badass Female Lead, Revenge, Murder, Trauma, Hidden Identity, Gang, Double Identity, Noir, Death, (Vote tags)",Kim Jin Min,Kim Ba Da,304,50,82705,0.95,1
Mr. Queen: The Bamboo Forest,2021,https://mydramalist.com/688147-mr-queen-the-bamboo-forest,2,"Feb 13, 2021 - Feb 14, 2021","Feb 13, 2021","Feb 14, 2021","Saturday, Sunday",,30 min.,30,15+ - Teens 15 or older,8.6,7209,Viki,Drama Special,"Historical, Comedy, Romance, Fantasy","Questioning (Sexuality And Gender), Palace Setting, Queen Female Lead, Queen Cheorin, Historical Figure, Jealous Male Lead, Historical Fiction, Secret, Royalty, Gender Swap, (Vote tags)",Jang Yang Ho,Choi Ah Il,317,1579,7209,0.4,0
Our Beloved Summer,2021,https://mydramalist.com/694231-us-that-year,16,"Dec  6, 2021 - Jan 25, 2022","Dec  6, 2021","Jan 25, 2022","Monday, Tuesday",,60 min.,60,15+ - Teens 15 or older,8.6,70156,Netflix,Standard Series,"Romance, Life, Youth, Drama","Lovers Reunited, Second Chance Romance, High School Sweethearts, Character Development, First Love, Healing, Flashback To Past, Love/Hate Relationship, Interview, Coming Of Age, (Vote tags)",Kim Yoon Jin,Lee Na Eun,377,55,70156,0.95,1
Law School,2021,https://mydramalist.com/62623-law-school,16,"Apr 14, 2021 - Jun  9, 2021","Apr 14, 2021","Jun  9, 2021","Wednesday, Thursday",,1 hr. 5 min.,65,15+ - Teens 15 or older,8.6,28525,Netflix,Standard Series,"Mystery, Law, Crime, Drama","Smart Male Lead, Hardworking Female Lead, University, Nice Female Lead, Death, Calm Male Lead, Poor Female Lead, Rich Male Lead, Sassy Female Lead, Nice Male Lead, (Vote tags)",Kim Seok Yoon,Seo In,433,230,28525,0.9,1
WantedWho's the most loved Actor on MDL?Featured,,https://mydramalist.com/stats/leaderboards/monthly,,,,,,,,,,600,,,,,,,,,,,0.375,0
Role Reversal (RR) Drama Lovers Club,,https://mydramalist.com/discussions/general-asia-forum/134138-rr-drama-lovers-club,,Nov 7-28 (2024),nov-07,28 (2024),[days it airs/airing schedule],,,,,8,,,,Trope Info,,,,,,,0.325,0
Bad and Crazy,2021,https://mydramalist.com/695539-bad-and-crazy,12,"Dec 17, 2021 - Jan 28, 2022","Dec 17, 2021","Jan 28, 2022","Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,33639,"Amazon Prime Video, Netflix, iQIYI",Standard Series,"Action, Thriller, Mystery, Comedy","Corruption, Investigation, Eccentric Male Lead, Slight Romance, Antihero Male Lead, Police Officer Male Lead, Bromance, Suspense, Police Department Setting, Domestic Crime, (Vote tags)",Yoo Seon Dong,Kim Sae Bom,521,148,33639,1,1
Vincenzo: Special,2021,https://mydramalist.com/697913-vincenzo-special,1,"Apr 17, 2021","Apr 17, 2021",,Saturday,,60 min.,60,15+ - Teens 15 or older,8.5,1309,,Drama Special,Documentary,"Behind The Scenes, Interview, (Vote tags)",Kim Hee Won,Park Jae Bum,571,4314,1309,0.3,0
Doom at Your Service,2021,https://mydramalist.com/61489-destruction,16,"May 10, 2021 - Jun 29, 2021","May 10, 2021","Jun 29, 2021","Monday, Tuesday",,1 hr. 5 min.,65,15+ - Teens 15 or older,8.4,74070,"Amazon Prime Video, Apple TV+, Netflix, Viki",Standard Series,"Comedy, Romance, Drama, Fantasy","Terminal Illness, Supernatural Power, Illness, Fate, Hardworking Female Lead, Brain Cancer, Unlucky Female Lead, First Love, Glioblastoma, Eccentric Male Lead, (Vote tags)",Kwon Young Il,Im Me A Ri,666,48,74070,1,1
Squid Game,2021,https://mydramalist.com/40257-round-six,9,"Sep 17, 2021","Sep 17, 2021",,Friday,,60 min.,60,18+ Restricted (violence & profanity),8.4,143055,Netflix,Standard Series,"Action, Thriller, Mystery, Drama","Death, Death Game, Poor Male Lead, Debt, Competition, Survival, Murder, Suspense, Friends To Enemies, Massacre, (Vote tags)",,,670,14,143055,0.95,1
Mad for Each Other,2021,https://mydramalist.com/79527-the-crazy-guy-in-the-district,13,"May 24, 2021 - Jun 21, 2021","May 24, 2021","Jun 21, 2021","Monday, Tuesday, Wednesday",,35 min.,35,15+ - Teens 15 or older,8.4,25332,Netflix,Standard Series,"Comedy, Romance, Drama","Trauma, Enemies To Lovers, Healing, Character Development, Dog, Dating Violence, Paranoia, Cross-Dressing, Web Series, Mental Illness, (Vote tags)",Lee Tae Gon,Ah Kyung,704,387,25332,0.9,1
Mr. Queen: The Story,2021,https://mydramalist.com/691835-mr-queen-the-story,2,"Mar  5, 2021","Mar  5, 2021",,Friday,,50 min.,50,Not Yet Rated,8.4,889,,Drama Special,Documentary,(Vote tags),,,754,6716,889,0.3,0
One Ordinary Day,2021,https://mydramalist.com/685203-that-night,8,"Nov 27, 2021 - Dec 19, 2021","Nov 27, 2021","Dec 19, 2021","Saturday, Sunday",,1 hr. 10 min.,70,18+ Restricted (violence & profanity),8.4,11328,,Standard Series,"Thriller, Mystery, Law, Crime","Murder, Investigation, Brief Nudity, Sexual Content, Death, Lawyer Male Lead, Drug Usage, Violence, Suspense, Smoking, (Vote tags)",Lee Myung Woo,Kwon Soon Gyu,757,527,11328,0.3,0
"It's Okay, That's Friendship",2021,https://mydramalist.com/692227-it-s-okay-that-s-friendship,1,"Mar  5, 2021","Mar  5, 2021",,Friday,,20 min.,20,G - All Ages,8.4,981,,Standard Series,"Comedy, Life","Transfer Student Male Lead, Student Male Lead, School Setting, Idol Male Lead, Multiple Mains, Web Series, Bromance, Friendship, (Vote tags)",,,763,6166,981,0.3,0
Snowdrop,2021,https://mydramalist.com/62575-snowdrop,16,"Dec 18, 2021 - Jan 30, 2022","Dec 18, 2021","Jan 30, 2022","Saturday, Sunday",,1 hr. 30 min.,90,15+ - Teens 15 or older,8.4,34773,"Apple TV+, Disney+",Standard Series,"Romance, Drama, Melodrama, Political","1980s, Love At First Sight, Political Intrigue, North And South Korea, Historical Fiction, Conspiracy, University, Multiple Mains, Suspense, Thriller, (Vote tags)",Jo Hyun Tak,Yoo Hyun Mi,765,138,34773,1,1
Dali and the Cocky Prince,2021,https://mydramalist.com/687131-dali-and-gamjatang,16,"Sep 22, 2021 - Nov 11, 2021","Sep 22, 2021","Nov 11, 2021","Wednesday, Thursday",,1 hr. 5 min.,65,15+ - Teens 15 or older,8.4,29191,"Amazon Prime Video, Netflix, Viki",Standard Series,"Comedy, Romance, Drama","Bankruptcy, Smart Female Lead, Rich Male Lead, Rich Female Lead, Male Chases Female First, Art, Multilingual, Healthy Mains’ Relationship, Opposites Attract, Eccentric Male Lead, (Vote tags)",Lee Jung Sub,Son Eun Hye,793,248,29191,1,1
Lost,2021,https://mydramalist.com/62093-human-disqualification,16,"Sep  4, 2021 - Oct 24, 2021","Sep  4, 2021","Oct 24, 2021","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.4,3945,"Amazon Prime Video, iQIYI",Standard Series,"Life, Drama, Melodrama","Slow Burn Story, Philosophical, Depression, Father-Daughter Relationship, Friendship, Social Realism, Older Woman/Younger Man, Hardworking Female Lead, Healing, Calm Male Lead, (Vote tags)","Hur Jin Ho, Park Hong Soo",Kim Ji Hye,833,1307,3945,0.6,0
The Veil,2021,https://mydramalist.com/680385-black-sun,12,"Sep 17, 2021 - Oct 23, 2021","Sep 17, 2021","Oct 23, 2021","Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.4,9078,"Amazon Prime Video, Viki",Standard Series,"Action, Thriller, Mystery, Crime","Badass Male Lead, Smart Male Lead, National Intelligence Service, Espionage, Investigation, Suspense, Graphic Violence, Antihero Male Lead, Agent Male Lead, Nice Female Lead, (Vote tags)",Kim Sung Yong,Park Seok Ho,882,882,9078,0.65,1
Yumi's Cells,2021,https://mydramalist.com/60627-yumi-s-cell,14,"Sep 17, 2021 - Oct 30, 2021","Sep 17, 2021","Oct 30, 2021","Friday, Saturday",,1 hr. 10 min.,70,13+ - Teens 13 or older,8.4,24058,"Amazon Prime Video, Viki, iQIYI",Standard Series,"Psychological, Comedy, Romance, Drama","Slice Of Life, Friendship, Adapted From A Webtoon, Mixed Live Action-Animation, Honest Male Lead, Competent Female Lead, Game Developer Male Lead, Successful Female Lead, Character Development, Love Triangle, (Vote tags)",Lee Sang Yeob,"Song Jae Jung, Kim Yoon Joo, Kim Kyung Ran",887,287,24058,0.75,1
Mouse: The Last,2021,https://mydramalist.com/700849-mouse-the-last,1,"May 20, 2021","May 20, 2021",,Thursday,,60 min.,60,Not Yet Rated,8.4,791,Viki,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,890,7524,791,0.4,0
"Work Later, Drink Now",2021,https://mydramalist.com/699553-oh-my-lord,12,"Oct 22, 2021 - Nov 26, 2021","Oct 22, 2021","Nov 26, 2021",Friday,,35 min.,35,18+ Restricted (violence & profanity),8.3,7487,"Amazon Prime Video, Apple TV+",Standard Series,"Comedy, Life, Drama","Sismance, Adapted From A Webtoon, Friendship, Confident Female Lead, Workplace Violence, Emotionally Strong Female Lead, Instructor Female Lead, Best Friends' Relationship, Screenwriter Female Lead, YouTuber Female Lead, (Vote tags)",Kim Jung Shik,Wi So Young,905,934,7487,0.9,1
Voice Season 4: Judgment Hour,2021,https://mydramalist.com/76615-voice-4,14,"Jun 18, 2021 - Jul 31, 2021","Jun 18, 2021","Jul 31, 2021","Friday, Saturday",,1 hr. 3 min.,63,15+ - Teens 15 or older,8.3,4620,"Amazon Prime Video, Apple TV+, Viki, WeTV, iQIYI",Standard Series,"Action, Thriller, Mystery, Supernatural","Investigation, Suspense, Psychological, Perfectionist Male Lead, Smart Female Lead, Orphan Male Lead, Enhanced Hearing, Smart Male Lead, Hidden Identity, Stalking, (Vote tags)","Shin Yong Hwi, Yoon Ra Young",Ma Jin Won,961,2058,4620,1,1
Sell Your Haunted House,2021,https://mydramalist.com/71995-daebak-real-estate,16,"Apr 14, 2021 - Jun  9, 2021","Apr 14, 2021","Jun  9, 2021","Wednesday, Thursday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.3,15210,"Amazon Prime Video, Netflix, Viki",Standard Series,"Thriller, Mystery, Comedy, Fantasy","Ghost, Supernatural, Smart Female Lead, Cold Female Lead, Suspense, Crime, Secret, Death, Nice Male Lead, Bromance, (Vote tags)",Park Jin Suk,"Ha Soo Jin, Jung Yeon Seo, Lee Young Hwa",977,563,15210,1,1
The Mysterious Class,2021,https://mydramalist.com/714095-high-school-ghost-story,8,"Nov 12, 2021 - Dec 31, 2021","Nov 12, 2021","Dec 31, 2021",Friday,,20 min.,20,Not Yet Rated,8.3,4799,,Standard Series,"Mystery, Horror, Youth, Supernatural","Ghost, Investigation, High School, Suspense, Student Supporting Character, Student Male Lead, School Setting, Supernatural Being, Miniseries, Web Series, (Vote tags)",Ha Han Me,,1012,1747,4799,0.3,0
Mouse: The Theatrical Cut,2021,https://mydramalist.com/701667-mouse-the-theatrical-cut,1,"May 10, 2021","May 10, 2021",,Monday,,2 hr. 1 min.,121,18+ Restricted (violence & profanity),8.3,861,"Viki, iQIYI",Drama Special,"Thriller, Mystery, Drama, Sci-Fi","Investigation, Psychological, Suspense, Graphic Violence, Dark Fiction, Serial Killings, Death, Murder, Character Development, (Vote tags)","Choi Joon Bae, Kang Cheol Woo",Choi Ran,1046,6402,861,0.45,0
My Roommate Is a Gumiho,2021,https://mydramalist.com/62151-frightening-cohabitation,16,"May 26, 2021 - Jul 15, 2021","May 26, 2021","Jul 15, 2021","Wednesday, Thursday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.3,55334,"Amazon Prime Video, Apple TV+, Netflix, Viki, iQIYI",Standard Series,"Comedy, Romance, Fantasy","Calm Male Lead, Straightforward Female Lead, Cohabitation, Adapted From A Webtoon, Nine-tailed Fox, Friendship, Supernatural, Multiple Mains, Nice Male Lead, Multiple Couples, (Vote tags)",Nam Sung Woo,"Baek Sun Woo, Choi Bo Rim",1078,80,55334,1,1
Mouse: Restart,2021,https://mydramalist.com/695531-mouse-special,1,"Apr  7, 2021","Apr  7, 2021",,Wednesday,,60 min.,60,Not Yet Rated,8.3,1068,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,1082,5849,1068,0.3,0
The King's Affection,2021,https://mydramalist.com/683673-affection,20,"Oct 11, 2021 - Dec 14, 2021","Oct 11, 2021","Dec 14, 2021","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.3,32503,Netflix,Standard Series,"Historical, Romance, Drama","Cross-Dressing, Joseon Dynasty, Hidden Identity, Gender Bender, First Love, Royalty, Nice Male Lead, Death, Cold Female Lead, Childhood Connection, (Vote tags)","Song Hyun Wook, Lee Hyeon Seok",Han Hui Jeong,1099,211,32503,0.87,1
The Penthouse: Hidden Room - Hidden Story,2021,https://mydramalist.com/685967-the-penthouse-s-hidden-room-the-hidden-stories,1,"Jan 12, 2021","Jan 12, 2021",,Tuesday,,1 hr. 30 min.,90,15+ - Teens 15 or older,8.3,1217,,Drama Special,Documentary,"Behind The Scenes, Interview, (Vote tags)",,,1122,4670,1217,0.3,0
"At a Distance, Spring Is Green",2021,https://mydramalist.com/22160-seen-from-a-distance-green-spring,12,"Jun 14, 2021 - Jul 20, 2021","Jun 14, 2021","Jul 20, 2021","Monday, Tuesday",,1 hr. 3 min.,63,15+ - Teens 15 or older,8.3,22994,"Apple TV+, Viki, iQIYI",Standard Series,"Romance, Life, Youth","Coming Of Age, Bromance, Adapted From A Webtoon, Campus Setting, Clingy Male Lead, Depression, Older Woman/Younger Man, Anxiety, Popular Male Lead, Cold Male Lead, (Vote tags)",Kim Jung Hyun,,1146,275,22994,0.85,1
Bulgasal: Immortal Souls,2021,https://mydramalist.com/683675-immortal,16,"Dec 18, 2021 - Feb  6, 2022","Dec 18, 2021","Feb  6, 2022","Saturday, Sunday",,1 hr. 15 min.,75,15+ - Teens 15 or older,8.2,14301,Netflix,Standard Series,"Thriller, Mystery, Drama, Fantasy","Curse, Reincarnation, Revenge, Death, Immortal, Different Timelines, Grudge, Found Family, Hidden Identity, Dark Fiction, (Vote tags)",Jang Young Woo,"Seo Jae Won, Kwon So Ra",1301,571,14301,0.85,1
Kingdom: Ashin of the North,2021,https://mydramalist.com/64841-kingdom-asin,1,"Jul 23, 2021","Jul 23, 2021",,Friday,,1 hr. 32 min.,92,18+ Restricted (violence & profanity),8.2,11952,Netflix,Drama Special,"Action, Thriller, Historical, Drama","Revenge, Death, Joseon Dynasty, Zombie Apocalypse, Disease Outbreak, Zombies, War, Epidemic, Aggressive Female Lead, Badass Female Lead, (Vote tags)",Kim Sung Hoon,Kim Eun Hee,1352,1156,11952,0.85,1
Mine,2021,https://mydramalist.com/75937-blue-diamond,16,"May  8, 2021 - Jun 27, 2021","May  8, 2021","Jun 27, 2021","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.2,11605,Netflix,Standard Series,"Thriller, Mystery, Drama","Rich Female Lead, Rich Family, Smart Female Lead, Sibling Rivalry, Hidden Identity, Multiple Couples, Big Family, Nice Female Lead, Power Struggle, Psychological, (Vote tags)",Lee Na Jung,Baek Mi Kyung,1444,751,11605,0.85,1
To My Star: Making Film,2021,https://mydramalist.com/688515-to-my-star-making-film,1,"Feb  6, 2021","Feb  6, 2021",,Saturday,,13 min.,13,13+ - Teens 13 or older,8.2,1437,Viki,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",Hwang Da Seul,,1526,5332,1437,0.4,0
Lovers of the Red Sky,2021,https://mydramalist.com/22680-hong-chun-gi,16,"Aug 30, 2021 - Oct 26, 2021","Aug 30, 2021","Oct 26, 2021","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.2,16554,Viki,Standard Series,"Historical, Romance, Drama, Fantasy","Fated Love, Demon, Adapted From A Novel, Age Gap [Real Life], Painting, Blind Male Lead, Protective Male Lead, Hidden Identity, Nice Male Lead, Double Identity, (Vote tags)","Jang Tae Yoo, Nam Tae Jin",Kim Yeong Yeong,1542,420,16554,0.4,0
Jirisan,2021,https://mydramalist.com/57749-jirisan,16,"Oct 23, 2021 - Dec 12, 2021","Oct 23, 2021","Dec 12, 2021","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,8.2,10230,"Amazon Prime Video, Netflix, Viki, iQIYI",Standard Series,"Thriller, Mystery, Drama, Fantasy","Rescue Team, Supernatural Power, Flashback To Past, Teamwork, Suspense, Murder, Nice Male Lead, Nice Female Lead, Investigation, Emotionally Strong Female Lead, (Vote tags)",Lee Eung Bok,Kim Eun Hee,1553,648,10230,1,1
